<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/11	74	75	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	1
<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/10	82	69	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	1
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/18	76	99	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	1
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/11	84	108	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	1
<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/12	162	164	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	1
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/9	93	90	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	1
<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/9	54	58	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	10
<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/12	76	81	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	10
<simplejavacalculator.UI: void <init>()>/if/0	109	117	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/10	64	69	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/9	84	90	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/18	162	164	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/8	75	81	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>/if/11	70	75	<simplejavacalculator.Calculator: java.lang.Double calculateMono(simplejavacalculator.Calculator$MonoOperatorModes,java.lang.Double)>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/12	111	117	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
<simplejavacalculator.UI: void writer(java.lang.Double)>/if/0	4	9	<simplejavacalculator.UI: void writer(java.lang.Double)>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/10	93	99	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/if/11	102	108	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
